state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
NJ,106,415,397-8162,0,0,0,124,32.54,116,17.06,76,10.35,3,2.21,1,0
MS,84,510,380-6722,0,0,0,96,12.8,113,15.29,134,8.72,1,3.32,1,0
MA,80,510,329-2918,0,0,0,123,25.47,75,23.49,75,10.86,7,2.94,2,0
SC,100,510,348-8022,0,0,0,87,19.7,56,9.46,77,7.66,4,1.92,1,0
MN,99,408,388-4459,0,0,0,86,21.9,105,17.33,131,12.72,4,3.81,2,0
WV,50,510,358-3114,0,0,0,108,22.39,103,18.4,126,8.82,5,2.97,1,0
MS,105,415,343-9654,0,0,0,48,17.24,119,13.52,53,11.66,2,3.29,1,0
VA,113,415,401-9909,0,1,23,104,25.33,67,20.04,76,9.08,5,2.57,4,0
MS,111,415,404-9978,0,1,36,123,16.46,105,14.5,85,7.47,4,3.62,2,0
NM,161,408,397-8011,0,0,0,121,18.28,46,21.79,131,11.12,3,3.4,2,0
TX,70,415,341-8719,0,0,0,95,39.58,111,25.79,104,11.5,7,3.48,0,1
HI,97,415,408-1242,0,1,43,105,20.59,115,22.12,100,10.01,5,2.24,3,0
WA,130,510,406-7726,0,0,0,70,21.13,99,23.01,83,10.78,6,0.95,0,0
WI,92,415,351-2773,0,0,0,101,26.81,100,25.38,99,9.76,3,3.73,1,0
CO,119,408,368-6174,0,0,0,68,21.13,88,17.6,93,7.08,1,4,0,0
NV,115,415,334-5029,0,0,0,125,48.69,74,17.48,141,8.61,6,1.86,1,1
RI,134,415,413-1789,0,0,0,95,24.09,101,17.48,60,9.83,6,2.38,0,0
VA,127,408,414-1246,0,1,25,91,29.41,64,20.89,99,13.5,3,1.3,0,0
NJ,80,415,330-4978,0,0,0,120,45.68,147,25.59,140,7.52,1,1.57,2,1
ND,153,415,386-1631,0,1,31,130,37.15,103,11.41,105,5.35,6,2.54,0,0
MN,85,415,363-1208,0,0,0,114,43.4,83,16.54,78,12.45,5,1,3,0
HI,79,415,334-5263,0,0,0,124,7.12,95,17.94,55,10.71,5,3.08,1,0
ND,35,415,361-4137,0,0,0,87,44.34,78,21.94,123,5.91,2,1.57,1,0
WI,120,408,374-8187,0,1,26,94,40.7,88,22.05,132,10.71,3,2.08,0,0
MN,68,510,370-1525,0,0,0,94,38.54,129,14.31,117,8.49,1,2.75,0,0
DC,60,408,355-3801,0,0,0,147,30.48,89,17.76,98,11.17,6,3.65,1,1
KS,120,510,392-5605,0,0,0,110,26.86,103,16.75,132,6.97,5,2.7,1,0
MT,71,510,363-1366,0,1,23,82,29.87,136,22.01,154,12.08,7,3.81,1,0
WV,124,415,358-5274,0,0,0,107,26.76,112,14.26,102,8.5,3,2.38,3,0
ME,23,510,376-9607,0,0,0,74,19.23,95,14.35,126,11.83,2,1.86,1,1
WY,225,415,374-1213,0,0,0,142,31.06,63,20.95,103,9.81,2,2.38,1,0
NY,181,415,421-8537,1,0,0,83,27.42,83,10.57,98,11.79,3,3.81,0,1
VT,63,415,351-5576,0,0,0,92,24.23,102,17.71,120,10.3,2,2.03,2,0
NC,54,415,407-7258,1,0,0,108,32.39,108,22.07,111,6.37,2,2.62,2,1
MO,80,408,405-4420,1,1,15,110,27.08,120,14.5,82,6.35,5,3.21,1,0
NC,118,408,340-2855,1,1,39,106,26.15,111,10.48,103,5.3,6,2.48,1,0
NJ,42,408,342-8002,1,0,0,127,30.72,94,14.84,114,7.44,6,3.24,2,0
OH,134,408,355-6826,0,0,0,105,34.46,90,19.12,108,11.43,7,3.27,0,0
TX,66,415,402-3886,0,1,35,100,32.44,93,22.21,108,9.43,6,2.4,0,0
WA,66,415,336-5900,0,0,0,102,34.87,109,19.78,95,11.7,6,2.48,2,0
TN,127,415,339-7684,0,1,28,124,40.05,113,20.13,127,10.85,2,2.08,1,0
HI,146,510,390-2433,0,0,0,77,32.18,128,13.25,83,8.37,3,2,0,0
WY,93,408,360-7246,0,1,42,101,28.37,84,23.22,106,7.69,1,3.11,1,0
CT,77,415,335-6508,0,0,0,87,41.68,83,21.6,91,10.77,4,2.03,0,1
NM,111,415,348-6720,0,0,0,125,22.54,67,18.79,101,5.76,2,3.43,4,1
NJ,125,415,406-6400,0,0,0,64,30.99,121,11.88,96,7.72,7,3.13,2,0
AL,115,510,390-7370,0,1,14,86,32.69,90,7.54,120,10.32,3,2.84,2,0
MN,115,510,390-5055,1,0,0,110,20.74,100,18.72,124,8.09,2,2.92,2,1
NC,114,408,405-7542,0,0,0,101,32.81,81,21.25,79,6,2,2.59,2,0
OH,106,415,364-4927,0,0,0,112,26.96,114,18.7,106,11.38,3,2.46,0,0
ND,118,415,329-3458,0,1,39,125,15.56,113,18.69,99,10.31,8,3.43,2,0
CO,59,510,331-3842,0,0,0,92,26.11,88,17.47,89,5.15,10,3.38,1,0
ND,87,415,343-4147,1,1,40,79,37.67,74,13.35,124,10.01,3,3.11,1,0
NY,21,415,335-2274,0,0,0,81,41.6,117,14.28,87,12.67,1,1.78,1,0
WI,142,408,343-3227,0,1,24,103,40.77,65,24.3,106,11.55,4,2.57,0,0
WY,62,415,336-6907,0,0,0,132,29.31,100,19.59,109,10.27,5,2.97,0,0
OR,149,415,331-1391,0,0,0,83,41.23,97,20.86,80,9.88,3,2.7,3,1
CO,54,510,360-1643,0,1,39,82,19.99,60,13.53,113,10.64,10,3.05,2,0
LA,112,510,410-2518,0,0,0,127,29.67,71,22.04,120,7.67,7,3.05,1,0
AL,68,510,344-4970,0,0,0,83,26.74,85,18.78,129,9.85,7,3.24,1,0
TX,201,415,408-1486,0,1,21,97,32.64,81,20.32,125,5.22,3,4.08,1,0
PA,88,510,396-1648,0,0,0,76,37.09,60,14.39,99,6.35,1,2.16,1,0
IL,85,415,391-2022,0,1,29,97,24.58,102,11.9,148,7.44,3,2.94,1,0
DE,51,415,420-6465,1,0,0,108,26.11,85,19.8,92,9.64,4,3.81,0,1
MO,45,510,398-2628,0,1,29,104,23.09,101,18.91,92,10.6,6,2.13,2,0
AR,116,510,409-5519,0,0,0,69,27.32,106,12.48,144,12.95,5,2.21,0,0
OH,146,408,391-8554,0,1,31,91,34.43,108,20.52,77,7.63,2,2.11,1,0
WI,63,510,395-1693,0,1,34,119,25.87,91,19.3,103,8.81,5,3.32,1,0
GA,133,510,393-3194,0,0,0,90,38.66,135,6.22,99,5.14,7,1.27,0,0
KY,125,408,328-3402,0,0,0,115,32.57,108,17.48,123,9.46,3,2.48,2,0
OH,72,510,411-4781,0,0,0,111,23.61,102,17.99,91,8.08,3,2.92,1,0
TN,130,408,401-2581,0,0,0,102,21.59,107,17.59,99,10.43,6,1.65,0,0
SD,97,415,385-1214,0,0,0,87,28.66,105,22.03,123,12.59,4,1.97,1,0
NY,54,415,348-6853,0,0,0,73,48.72,108,18.97,107,9.17,5,3.11,1,1
GA,160,415,341-8412,0,1,29,121,27.98,108,22.34,131,5.57,4,4.1,1,0
TX,79,415,330-8142,0,0,0,90,24.48,91,11.54,129,9.56,4,3.51,1,0
WV,92,415,361-1404,0,1,47,95,24.07,130,17.67,95,9.16,11,2.75,0,0
MI,59,415,375-9671,0,0,0,65,34.73,123,21.02,94,9.66,4,3.24,1,0
ND,132,510,372-1824,0,0,0,80,27.74,90,14.25,90,3.94,10,1.67,1,0
NE,21,510,408-3606,0,0,0,110,38.25,111,20.76,93,9.95,4,2.89,0,0
SD,93,415,333-3595,0,0,0,103,29.94,130,16.97,96,11.88,6,2.3,2,0
NJ,147,415,379-7009,0,1,36,78,43.21,105,19.39,125,4.41,7,3.73,5,0
AK,101,510,411-4940,0,0,0,105,29.73,75,22.27,93,9.45,5,2.3,1,0
CT,125,415,409-7523,1,0,0,118,31.84,111,13.66,112,11.87,2,2.59,0,1
CO,63,415,408-6725,0,0,0,84,36.01,137,19.63,99,9.77,9,2.89,3,0
MD,107,415,350-2384,0,0,0,102,41.12,117,10.79,92,8.35,6,3.16,0,0
ND,110,408,348-1706,0,0,0,103,33.34,123,16.97,71,6.12,1,3.48,3,0
NH,83,415,415-6145,0,0,0,100,39.32,84,17.88,106,9.78,2,3.35,3,0
MN,117,408,373-3731,0,0,0,104,27.47,119,16.69,111,13.27,2,3.73,1,0
KY,124,415,341-3349,0,0,0,103,32.98,116,20.49,153,10.24,5,3.21,0,0
NH,115,510,399-8859,0,0,0,148,18.65,87,19.02,96,10.81,8,4.16,3,0
CO,156,408,377-4518,1,0,0,119,47.09,106,20.26,96,4.25,3,2.24,1,0
KY,89,408,341-1594,0,0,0,83,32.66,88,13.91,138,7.64,3,1.65,0,0
KY,72,415,418-8770,0,0,0,147,33.73,121,18.44,125,5.08,4,3.54,0,0
IN,101,415,332-9118,0,1,42,82,35.56,74,13.57,100,8.17,3,2.57,0,0
OR,53,415,386-1418,0,0,0,98,31.42,125,18.39,116,6.35,3,4.97,2,0
SD,116,408,393-3535,0,0,0,119,28.53,123,12.07,128,8.58,4,1.97,2,0
DE,78,408,328-9006,0,0,0,140,23.66,113,16.27,125,12.89,3,3.19,3,0
OR,117,415,402-2482,0,1,17,82,37.62,100,14.25,87,11.82,4,1.19,0,0
NE,56,510,408-4865,0,0,0,84,20.67,115,14.05,95,10.98,2,2.4,1,0
OH,123,408,396-6247,0,1,39,99,45.97,110,20.83,113,4.9,7,4.16,1,0
OH,127,408,396-9462,0,0,0,94,23.73,112,20.48,88,5.72,4,2.38,2,0
AR,116,415,396-9279,0,1,23,78,43.01,121,11.81,104,12.5,3,3.19,2,0
KS,138,510,363-8715,0,1,26,83,31.26,93,20.46,125,8.36,3,4.05,1,0
TX,120,415,356-1358,0,0,0,108,34.56,66,22.09,103,5.22,2,2.11,3,0
WI,102,408,360-7839,0,0,0,106,34.1,127,12.96,128,8.97,2,2.08,3,0
OR,95,415,364-8774,0,0,0,96,28.49,89,14.96,113,11.29,6,3.62,2,0
VA,102,408,348-5038,0,0,0,67,26.61,103,17.37,72,6.39,2,2.67,2,0
AR,89,415,365-4728,0,1,25,140,36.57,69,16.78,117,7.29,10,2.86,1,0
CT,50,408,351-9037,0,0,0,82,51.29,118,14.2,89,3.25,6,2.84,1,0
OH,93,415,397-9184,0,1,42,90,25.89,102,22.74,130,12.01,5,3.05,7,0
WY,68,510,398-4538,0,0,0,116,33.22,101,18.03,134,6.23,11,4.08,1,0
IL,70,408,382-6827,0,0,0,97,35.48,83,23.42,122,8.21,3,2.16,2,0
MO,138,415,408-1340,0,1,29,87,32.32,123,18.97,130,11.53,6,3.83,0,0
DC,141,415,333-9511,0,1,37,87,31.52,128,15.17,107,9.82,3,2.16,4,0
MA,112,415,358-7379,0,1,17,95,31.14,125,21.49,95,7.05,3,2.62,0,0
NH,117,510,397-1766,1,0,0,100,9.21,84,25.77,84,7.73,2,2.32,1,1
IA,1,408,331-2144,0,1,26,115,35.36,113,15.73,144,8,9,2.19,1,0
AL,70,415,345-7014,0,0,0,110,39.15,87,6.62,105,11.12,4,3.56,1,0
OR,87,510,395-1898,0,1,22,102,40.94,106,6.45,115,10.11,3,1.92,2,0
WV,52,510,373-8920,0,1,21,119,33.27,95,9.03,94,7.08,3,1.43,2,0
WA,97,408,373-8908,0,0,0,82,46.94,106,17.09,73,10.41,4,2.4,0,1
NV,105,408,415-1203,0,0,0,93,28.24,106,14.95,55,10.96,3,4.37,2,0
SC,77,510,369-7017,0,1,28,117,23.1,102,20.78,74,9.34,3,3.11,4,1
NC,80,415,420-8435,1,0,0,122,32.15,92,18.97,116,12.11,3,3.75,2,1
NH,120,510,395-2579,0,1,43,117,30.24,70,14.88,117,7.26,4,3.11,1,0
WY,54,408,405-7850,0,1,39,73,24.46,117,17.88,117,5.81,8,3.38,2,0
FL,148,510,394-7710,1,0,0,138,25.19,123,13.57,62,8.88,3,2.32,2,0
PA,119,408,342-4122,0,0,0,115,48.81,99,13.54,86,9.76,1,3.75,2,1
NC,162,408,340-1876,0,1,26,144,30.55,129,18.54,105,9.55,8,2.51,1,1
MO,85,510,383-6095,0,0,0,96,28.19,141,16.15,116,6.48,3,2.94,5,1
KS,101,510,413-1061,0,1,25,144,24.5,105,14.25,107,10.8,3,3.92,1,0
KY,172,415,343-5347,0,0,0,85,29.33,71,21.51,113,9.97,6,1.59,0,0
DE,80,415,376-4861,0,0,0,138,33.97,91,14.2,94,12.23,4,1.49,1,0
WI,67,510,417-2265,0,0,0,134,18.55,76,12.1,86,4.1,5,2.94,2,0
CO,86,408,419-7415,0,0,0,106,29.21,44,25.64,108,6.27,5,2.62,1,0
NM,107,415,407-2259,0,0,0,101,37.79,111,24.31,117,11.22,4,3.27,1,1
DE,133,510,333-2906,0,0,0,102,41.79,90,22.5,103,5.03,7,3.02,0,0
IL,116,510,360-7477,0,0,0,110,27.98,103,23,109,10.37,3,2.16,0,0
WA,63,408,342-5243,0,0,0,107,35.99,77,23.09,108,9.15,7,2,0,0
MA,119,408,417-3999,1,1,16,103,25.02,96,13.61,120,8.28,2,2.08,0,1
OH,133,408,379-1720,1,0,0,103,43.3,80,21.44,103,8.01,3,2.16,0,1
TN,94,408,368-3117,1,0,0,113,28.92,94,23.1,78,4.98,4,2.35,1,0
MA,69,510,352-5000,0,0,0,91,33.17,57,22.23,90,9.17,5,3.08,0,0
MI,146,408,405-7676,0,0,0,83,25.38,130,15.9,100,6.74,4,2.13,7,1
TX,119,510,361-2349,0,0,0,75,13.92,114,21.57,125,9.59,1,2.4,2,1
NH,142,408,383-2901,1,1,25,109,32.49,120,12.72,60,10.25,3,2.65,0,0
MD,123,408,369-7049,0,0,0,115,35.17,86,19.07,60,8.88,2,2.24,3,0
MS,101,408,387-5533,0,0,0,156,40.63,106,23.21,93,12.52,8,3.65,1,1
AZ,43,415,362-3660,0,0,0,97,30.48,126,21.48,114,10.24,5,2.16,0,0
IN,69,408,357-3577,0,0,0,91,31.5,88,18.62,107,10.96,5,1.49,0,0
NY,15,510,394-3312,1,0,0,80,24.04,76,10.53,88,14.56,3,2.19,2,0
WI,107,510,395-8330,0,1,25,91,42.26,115,10.14,83,8.74,1,3.24,1,0
WV,67,510,373-8895,0,0,0,131,25.93,107,21.45,104,8.34,3,1.32,2,0
NY,99,415,386-4581,0,0,0,102,24.75,87,19.63,86,8.17,7,3.08,1,0
OK,46,415,354-8191,0,0,0,116,27.91,153,16.68,119,10.62,1,2.19,1,0
NC,55,408,359-7562,1,0,0,115,37.57,97,14.06,117,10.59,4,2.62,1,0
KY,39,415,359-4336,0,0,0,126,50.22,117,19.73,123,9.2,2,3.11,1,1
TX,92,510,336-9901,0,0,0,98,23.77,143,14.87,135,9.07,7,2.54,2,0
CT,56,415,406-3069,0,0,0,99,27.59,78,12.67,115,11.5,1,4,4,1
NE,76,415,334-6519,0,0,0,97,46.36,95,20.09,105,10.6,2,2.08,0,1
HI,132,408,361-8113,1,1,33,75,34.05,67,19.26,91,8.95,3,3.48,2,0
SC,140,510,347-9769,0,1,28,77,26.71,97,14.65,94,8.3,9,3,1,0
AK,51,510,352-9130,1,1,12,60,23.09,134,17.05,98,8.66,7,3.32,2,0
SD,27,408,378-4557,0,0,0,110,40.24,92,19.71,85,7.41,6,3.43,1,0
ID,224,510,360-8919,0,0,0,133,18.94,66,14.88,106,9.77,6,1.49,3,0
OK,105,510,405-4109,1,1,28,89,26.54,114,9.1,95,7.55,3,3.97,0,1
WA,117,408,381-2498,0,0,0,93,32.49,56,24.04,118,3.82,4,3.24,2,0
SD,91,415,357-5696,0,0,0,123,26.01,127,11.99,76,7.72,15,2.78,1,1
OH,135,415,412-2947,0,0,0,123,37.2,64,20.64,80,3.86,3,2.78,4,0
VA,146,415,363-3571,0,0,0,101,34.92,77,11.47,83,13.97,2,2.78,3,0
WI,147,415,405-5403,1,0,0,111,38.28,98,15.72,146,6.44,1,2.67,0,1
IN,68,510,330-9354,0,0,0,127,42.48,118,21.63,98,12.29,6,2.4,2,1
NM,68,408,396-7091,0,0,0,89,22.37,109,11.65,107,11.53,5,2.75,3,0
HI,86,408,398-3004,0,1,21,99,33.64,100,14.08,120,9.36,9,2.73,0,0
KY,131,415,400-4020,0,0,0,129,28.31,107,17.87,93,11.57,5,2.67,1,0
OH,86,415,356-3448,0,1,29,79,38.32,112,15.9,112,12.65,3,3.48,1,0
VT,159,415,335-2019,0,0,0,103,46.89,108,16.11,93,10.08,5,2,2,1
AZ,134,415,332-6633,0,1,40,105,24.29,61,7.53,96,13.05,6,2.92,1,0
VT,113,510,359-7648,0,0,0,113,35.22,80,21.76,87,9.49,1,2.67,1,0
MO,132,408,412-9190,0,0,0,100,35.05,118,17.95,122,8.83,6,2.75,1,0
AL,85,415,368-9007,0,0,0,66,35.75,76,16.64,82,9.97,7,3.02,1,0
NJ,93,510,384-5632,1,1,38,117,38.37,122,10.17,125,8.69,7,3.78,1,1
WA,174,408,352-6068,0,1,33,91,28.53,91,17.45,132,5.85,4,3.92,4,1
NY,61,415,343-9645,0,0,0,118,33.61,96,12.94,93,9.95,3,1.89,2,0
DC,91,415,384-7873,0,1,39,105,28.87,116,5.54,92,6.5,4,2.94,1,0
NE,88,408,396-2187,0,1,28,104,32.4,105,20.17,116,9.52,1,2.65,2,0
MA,88,408,383-5109,0,1,45,140,13.65,101,13.03,123,13.91,3,3.46,2,0
VT,195,415,377-7843,0,1,36,110,39.39,88,19.13,89,9.08,2,3.27,0,0
NM,182,415,382-7999,0,0,0,114,11.75,109,19.58,96,11.55,4,1.76,0,0
CO,118,408,328-1222,0,0,0,60,32.1,64,18.48,100,9.9,7,2.21,4,0
NH,103,408,371-1727,0,0,0,125,25.6,126,14.37,104,9.95,8,2.81,8,1
IL,65,510,369-8871,0,0,0,89,32.64,88,11.86,102,8.43,4,1.49,2,0
UT,61,408,335-9726,0,1,25,78,27.83,112,9.62,118,6.03,3,2.67,3,0
WV,172,415,357-3709,0,0,0,100,35.99,101,16.89,136,13.58,9,1.76,1,0
NJ,72,415,422-9964,0,0,0,103,29.84,120,11.25,96,10.93,3,3.19,1,0
NM,113,510,366-9211,0,0,0,120,25.52,85,17.01,105,12,3,2.97,2,0
ND,177,408,384-9033,0,0,0,99,32.22,117,14.99,112,10.17,2,3.83,1,0
WA,100,408,382-4932,0,0,0,94,12.04,102,18.33,125,10.39,1,2.57,6,1
NM,67,415,404-7518,0,0,0,102,36.64,95,16.21,106,9.65,6,2.32,1,0
DE,136,415,353-1954,0,0,0,105,17.29,99,17.24,119,6.13,6,2.54,3,0
GA,71,415,391-7166,0,0,0,132,43.93,119,10.78,87,8.21,8,2.62,4,0
HI,134,408,370-9000,0,0,0,126,41.21,115,13,115,14.32,6,3.19,1,0
CT,124,415,332-3642,0,0,0,82,22.41,119,24.17,101,13.75,2,3.05,1,0
NJ,84,415,412-3898,0,0,0,102,32.33,141,16.8,102,11.14,6,2.65,2,0
ME,39,408,366-5640,0,0,0,104,26.2,112,17.36,92,8.83,4,2.65,2,0
OK,110,510,356-2302,0,0,0,127,31.96,118,7.69,64,6.76,3,4.13,3,0
TN,102,510,345-9018,0,0,0,70,17.53,129,23.38,92,6.35,5,3.02,1,0
WY,70,415,365-6205,0,0,0,130,29.82,130,13.56,96,11.73,4,3.13,0,0
NY,142,415,337-1151,0,0,0,93,24.72,98,17.77,96,9.63,1,2.94,1,0
DE,81,510,374-4664,1,0,0,85,42.6,50,15.97,131,5.41,5,2.11,1,0
RI,17,415,396-9656,0,0,0,123,27.46,81,18.21,106,14.18,5,2.32,1,0
PA,119,408,377-5043,0,0,0,101,44.22,68,21.8,89,10.31,2,2.7,1,1
HI,105,415,401-7359,0,0,0,124,47.82,96,25.63,109,9.13,3,2.35,0,1
MD,108,415,375-2184,1,1,42,90,22.12,128,14.2,80,11.01,5,3.67,3,1
VA,90,415,367-6005,0,0,0,118,17.34,134,9.63,105,8.49,3,3.08,2,0
IN,100,415,364-2166,0,1,33,104,37.18,144,13.18,117,4.46,4,3.27,1,0
OR,155,408,414-4741,0,1,30,86,21.85,91,16.01,85,11.45,6,1.84,1,0
AZ,113,510,403-9719,0,0,0,100,21.88,67,19.3,135,8.01,4,2.48,2,1
WI,123,415,371-8452,0,0,0,92,29.27,76,13.82,101,11.26,4,2.35,1,0
VA,145,408,392-6239,0,0,0,124,33.86,86,10.71,135,13.01,3,2.05,1,0
MO,42,415,410-5250,0,0,0,98,31.37,93,17.04,91,12.56,3,2.38,2,0
NV,125,510,336-1574,0,0,0,99,28.66,107,14.93,92,10.95,7,2.94,0,0
HI,131,415,406-8324,0,1,30,118,29.58,81,17.45,90,9.82,3,1.81,1,0
WA,107,415,411-7110,0,0,0,65,39.17,80,21.88,88,4.83,3,2.3,1,0
IL,48,408,341-9907,0,0,0,73,33.69,115,17.24,73,6.59,5,1.38,1,0
IL,76,510,400-8952,0,0,0,96,31.64,100,17.99,100,10.38,4,2.16,0,0
LA,128,415,333-9266,0,0,0,105,25.25,106,20.66,114,11.48,2,1.84,1,0
WI,73,415,419-4894,0,0,0,109,26.71,83,22.85,91,8.17,8,2.7,0,0
TX,52,415,364-9904,0,0,0,110,26.35,104,11.34,84,7.92,4,1.89,4,1
MI,126,415,394-3048,1,1,26,123,21.98,114,15,102,6.95,7,2.59,1,0
NC,124,415,352-6265,0,0,0,77,32.05,123,15.47,127,9.82,6,1.65,1,0
WA,137,408,357-3187,0,0,0,120,35.5,100,19.15,130,9.97,5,3,0,0
ND,71,510,373-8483,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,0,1
NE,139,415,375-9930,0,0,0,103,35.89,108,17.59,70,8.73,4,1.51,0,0
MS,107,510,352-6282,0,1,30,87,33.81,90,17.6,76,7.19,4,3.4,3,0
KY,147,408,396-2945,0,0,0,79,36.18,91,17.35,113,7.03,2,2.75,1,0
RI,116,510,412-3527,0,0,0,126,23.36,94,10.2,64,5.86,2,3.35,3,0
NY,60,510,328-4231,0,1,31,75,32.61,135,22.76,62,9.02,3,3.46,2,0
TX,38,510,413-9055,0,0,0,92,25.33,78,4.18,93,7.35,11,3.75,0,0
DE,63,408,363-8755,0,0,0,118,19.91,90,21.22,84,7.3,4,3,3,0
NM,94,415,388-8891,0,0,0,79,18.36,152,20.56,92,11.34,3,2.81,3,0
RI,131,415,360-1776,0,0,0,133,19.18,116,16.95,105,6.42,5,2.73,0,0
MS,158,510,411-3578,0,0,0,105,29.9,88,16.01,98,8.47,6,2.97,1,0
NY,139,510,399-7268,0,0,0,109,40.22,107,14.44,118,9.55,2,3,1,1
NE,77,415,350-1532,0,0,0,102,28.8,144,15.72,89,10.54,7,0.54,1,0
WI,140,415,359-2197,0,0,0,79,22.03,99,20.93,124,7.74,10,2.54,3,0
KY,72,408,407-9290,0,0,0,97,30.11,105,15.7,94,7.83,6,2.16,1,0
SD,52,510,358-6672,0,1,20,63,22.66,123,15.65,107,12.28,2,3.65,1,0
VA,103,510,393-4621,0,0,0,121,28.53,123,18.1,73,9.37,3,3.51,5,0
KS,74,415,336-7357,0,1,32,107,29.68,115,26.4,92,10.56,4,2.43,1,0
ND,124,415,351-1466,0,0,0,101,25.55,112,21.75,62,6.15,4,3.38,2,0
CO,85,510,394-6668,0,1,21,110,48.14,108,20.37,80,6.73,1,1.7,5,0
KY,113,408,403-2673,0,1,20,83,26.83,56,13.73,100,12.22,2,2.35,5,1
WA,71,408,355-1735,0,0,0,132,24,90,12.67,72,7.71,2,1.89,2,0
NV,177,415,416-7679,0,1,27,106,39.13,78,16.67,108,9.69,2,2.81,1,0
SC,49,415,340-4972,1,0,0,92,40.43,119,17.76,86,7.55,6,4.21,2,1
RI,106,510,417-4826,1,0,0,84,34.68,61,14.32,102,7.38,3,3.59,3,1
ID,60,510,408-6676,0,0,0,106,37.59,48,15.18,90,9.12,3,2,1,0
KY,43,408,417-6683,0,0,0,93,30.12,60,12.12,144,14.13,2,3.43,4,0
ME,66,510,331-6270,0,0,0,133,20.06,99,21.09,122,9.65,5,1.43,1,0
SD,125,415,404-9754,0,0,0,73,27.85,85,21.73,95,8.68,4,4.24,0,0
SC,114,510,364-9425,0,1,4,96,24.02,88,19.58,85,10.07,3,2.54,3,0
TN,112,415,339-6477,0,0,0,119,46.33,94,19.22,94,7.16,5,4.43,3,1
MT,101,408,362-2787,0,1,16,112,20.21,97,19.41,111,8.1,5,2.21,2,0
WI,70,415,405-9233,0,0,0,100,1.34,83,11.59,89,7.05,1,3.27,0,0
AK,59,408,416-1845,0,0,0,96,27.12,123,14.21,106,6.24,4,2.75,0,0
AZ,59,408,385-9657,0,0,0,70,25.53,98,15.78,128,9.56,2,3.27,1,0
MT,124,415,420-5652,0,1,30,35,24.57,101,22.3,82,10.19,7,3.24,2,0
DE,99,415,415-1141,0,0,0,88,23.92,98,17.93,125,10.35,4,3.35,2,0
VA,150,510,334-5634,0,0,0,123,28.76,83,18.43,107,8.07,3,3.4,1,0
MA,81,510,403-4200,0,0,0,77,37.54,87,12.62,100,8.28,3,2.05,2,0
IN,86,510,357-7893,0,0,0,96,36.77,77,22.64,110,9.63,3,1.22,0,0
MD,84,510,369-2899,0,0,0,96,28.82,94,13.4,70,4.42,7,2.86,0,0
NV,118,510,381-1026,0,1,35,119,43.57,91,21.94,130,9.7,1,3.16,1,0
CO,89,415,388-8722,0,0,0,128,30.55,92,25.48,120,8.34,3,2.05,1,0
KS,93,415,418-3135,0,0,0,120,45.22,84,11.06,63,7.46,6,3.54,3,0
AR,85,415,380-3974,0,0,0,97,16.44,95,16.47,88,7.73,3,2.62,2,0
WY,160,408,338-7232,0,0,0,116,14.06,95,16.54,54,7.15,9,2.94,0,0
PA,28,415,334-5223,0,0,0,87,28.59,92,13.74,112,8.66,3,2.73,3,0
TX,73,408,340-8323,0,0,0,109,48.69,67,15.15,152,9.64,14,2.89,1,1
NY,156,408,337-6851,0,0,0,95,29.63,128,15.86,105,11.62,5,3.48,3,0
OR,33,415,344-5973,1,0,0,100,32.4,104,13.74,136,8.55,6,3.51,1,0
CA,77,510,335-2261,0,0,0,86,29.84,78,17.43,100,11.03,3,4.81,4,0
NY,119,415,343-1458,0,0,0,102,22.68,71,17.39,103,8.86,7,3,1,0
AR,91,510,415-4875,0,1,27,96,34.78,93,11.56,82,9.47,2,1.78,3,0
MI,102,510,381-2726,0,0,0,88,41.17,89,19.82,121,8.48,6,1.67,3,0
OK,86,415,395-3852,0,1,33,112,43.03,94,17.86,98,4.27,4,3.21,3,0
TX,82,415,358-7914,0,0,0,110,22.1,88,15.75,105,8.04,4,2.24,0,0
NC,89,408,332-6958,0,0,0,151,18,142,16.12,67,7.69,7,3.43,0,0
ID,86,415,355-1019,0,0,0,98,33.01,95,16.47,123,8.64,7,2.51,3,0
IL,134,408,382-9447,0,0,0,111,31.25,92,10.5,105,7.23,2,1.65,1,0
OR,92,415,386-8536,0,0,0,82,33.41,89,16.15,99,7.34,2,2.92,2,0
SD,87,510,363-3818,0,0,0,81,31.37,103,14.62,96,8.25,3,3.7,3,0
NE,64,408,360-6416,0,0,0,113,44.52,99,12.59,74,6.53,4,3.73,0,0
RI,80,510,332-8764,0,0,0,118,34.41,67,22.12,112,7.98,5,2.48,3,0
MD,165,415,398-4814,0,1,39,113,28.46,94,14.68,113,8.67,4,2.57,3,0
ID,153,415,410-5963,0,1,22,104,28.51,91,20.98,117,9.18,11,2.03,1,0
ME,41,415,399-6642,0,1,30,109,32.59,86,16.41,93,6.72,4,3,1,0
SD,108,415,390-9986,0,0,0,78,40.83,109,19.58,83,9.76,1,1.4,2,0
NY,104,415,391-1793,0,1,26,112,32.15,97,15.15,104,8.97,4,3,1,0
DE,115,408,352-5542,0,0,0,67,21.71,90,15.55,92,7.78,7,2.86,1,0
OK,87,415,386-8118,0,0,0,106,34.88,122,8.46,75,8.53,3,3.62,1,0
